rowid,sy_dist,sy_pnum,discoverymethod,disc_year
3226,221.639,1,Transit,2021
3227,978.066,1,Transit,2021
3228,1299.32,1,Transit,2021
3229,1022.01,1,Transit,2021
3230,409.602,1,Transit,2021
3231,609.283,2,Transit,2014
3232,609.283,2,Transit,2014
3233,1009.87,1,Transit,2021
3234,1390.56,1,Transit,2021
3235,1409.19,1,Transit,2021
3237,726.346,2,Transit,2021
3238,726.346,2,Transit,2023
3239,1006.63,1,Transit,2021
3240,437.823,1,Transit,2021
3241,748.569,1,Transit,2021
3242,1034.59,1,Transit,2021
3243,1363.19,1,Transit,2021
3244,1549.09,2,Transit,2014
3245,1549.09,2,Transit,2014
3246,1425.39,1,Transit,2021
3247,799.699,1,Transit,2021
3248,897.597,1,Transit,2021
3249,724.971,1,Transit,2021
3250,1040.1,1,Transit,2021
3251,430.254,1,Transit,2021
3252,336.952,1,Transit,2021
3253,686.461,1,Transit,2021
3254,871.81,1,Transit,2021
3255,679.921,1,Transit,2021
3256,1050.64,2,Transit,2014
3257,1050.64,2,Transit,2014
3258,1056.88,1,Transit,2021
3259,1053.49,1,Transit,2021
3260,486.174,1,Transit,2021
3261,591.602,1,Transit,2021
3262,500.395,2,Transit,2021
3263,500.395,2,Transit,2023
3264,1404.38,1,Transit,2021
3265,1472.62,1,Transit,2021
3266,1229.18,1,Transit,2021
3267,451.242,1,Transit,2021
3268,1136.6,1,Transit,2021
3269,610.326,3,Transit,2014
3270,610.326,3,Transit,2014
3271,610.326,3,Transit,2014
3272,513.107,1,Transit,2021
3273,631.7,1,Transit,2021
3274,923.551,1,Transit,2021
3275,784.625,1,Transit,2021
3276,1804.36,1,Transit,2021
3277,710.724,1,Transit,2021
3278,374.615,1,Transit,2021
3279,1693.86,1,Transit,2021
3280,309.696,1,Transit,2021
3281,631.884,1,Transit,2021
3282,466.735,2,Transit,2014
3283,466.735,2,Transit,2014
3284,250.199,1,Transit,2021
3285,1589.81,1,Transit,2021
3286,772.481,1,Transit,2021
3287,562.348,1,Transit,2021
3288,423.348,1,Transit,2021
3290,848.76,1,Transit,2021
3291,853.275,1,Transit,2021
3292,833.055,1,Transit,2021
3293,1331.25,2,Transit,2021
3294,1331.25,2,Transit,2023
3295,177.594,5,Transit,2014
3296,177.594,5,Transit,2014
3297,177.594,5,Transit,2014
3298,177.594,5,Transit,2014
3299,177.594,5,Transit,2014
3300,438.703,1,Transit,2021
3301,829.985,1,Transit,2021
3302,1232.19,1,Transit,2021
3303,865.546,1,Transit,2021
3304,298.894,1,Transit,2021
3305,922.255,1,Transit,2021
3306,976.737,1,Transit,2021
3307,680.583,1,Transit,2021
3308,274.18,1,Transit,2021
3309,113.025,2,Transit,2021
3310,113.025,2,Transit,2023
3311,1143.0,2,Transit,2014
3312,1143.0,2,Transit,2014
3313,407.216,1,Transit,2021
3314,854.623,1,Transit,2021
3315,840.182,1,Transit,2021
3316,820.957,1,Transit,2021
3317,408.007,1,Transit,2021
3318,1660.45,1,Transit,2021
3319,259.935,1,Transit,2021
3320,285.312,1,Transit,2021
3321,1494.3,1,Transit,2021
3322,627.171,1,Transit,2021
3323,968.544,2,Transit,2014
3324,968.544,2,Transit,2014
3325,611.041,1,Transit,2021
3326,1057.21,1,Transit,2021
3327,443.371,1,Transit,2021
3328,1377.61,1,Transit,2021
3329,1443.09,1,Transit,2021
3330,818.482,1,Transit,2021
3331,1059.51,1,Transit,2021
3332,1366.18,1,Transit,2021
3333,402.947,1,Transit,2021
3334,1395.13,1,Transit,2021
3335,591.534,2,Transit,2014
3336,591.534,2,Transit,2014
3337,529.596,1,Transit,2021
3338,596.24,1,Transit,2021
3339,851.595,1,Transit,2021
3340,1050.72,1,Transit,2021
3341,935.191,2,Transit,2021
3342,935.191,2,Transit,2023
3343,984.187,1,Transit,2021
3344,1732.91,1,Transit,2021
3345,983.174,1,Transit,2021
3346,360.921,1,Transit,2021
3347,711.509,1,Transit,2021
3348,218.562,3,Transit,2011
3349,218.562,3,Transit Timing Variations,2011
3350,218.562,3,Radial Velocity,2017
3351,433.387,2,Transit,2014
3352,433.387,2,Transit,2014
3353,1540.43,1,Transit,2021
3354,1028.37,1,Transit,2021
3355,344.337,1,Transit,2021
3356,1775.44,1,Transit,2021
3357,270.854,1,Transit,2021
3358,1051.53,1,Transit,2021
3359,1360.63,1,Transit,2021
3360,292.111,2,Transit,2021
3361,292.111,2,Transit,2021
3362,763.662,1,Transit,2021
3363,594.464,3,Transit,2014
3364,594.464,3,Transit,2014
3365,594.464,3,Transit,2016
3367,269.912,1,Transit,2021
3368,297.017,1,Transit,2021
3369,876.3,1,Transit,2021
3370,1621.56,1,Transit,2021
3371,1514.66,1,Transit,2021
3372,2055.82,1,Transit,2021
3373,909.037,1,Transit,2021
3374,1030.11,1,Transit,2021
3375,1177.53,1,Transit,2021
3376,651.674,3,Transit,2014
3377,651.674,3,Transit,2014
3378,651.674,3,Transit,2016
3379,885.913,1,Transit,2021
3380,928.989,2,Transit,2021
3381,928.989,2,Transit,2023
3382,1344.29,1,Transit,2021
3383,990.838,1,Transit,2021
3384,1910.77,1,Transit,2021
3385,1771.31,1,Transit,2021
3386,667.405,1,Transit,2021
3387,1091.0,1,Transit,2021
3388,326.362,1,Transit,2021
3389,508.201,1,Transit,2021
3390,1009.1,2,Transit,2014
3391,1009.1,2,Transit,2014
3392,275.694,1,Transit,2021
3393,620.091,1,Transit,2021
3394,713.733,1,Transit,2021
3395,328.007,1,Transit,2021
3396,428.514,1,Transit,2021
3397,904.702,1,Transit,2021
3398,871.096,1,Transit,2021
3399,905.069,1,Transit,2021
3400,421.152,1,Transit,2021
3401,189.833,1,Transit,2021
3402,1097.97,3,Transit,2014
3403,1097.97,3,Transit,2014
3404,1097.97,3,Transit,2014
3405,798.595,1,Transit,2021
3406,1494.39,1,Transit,2021
3407,842.492,1,Transit,2021
3408,1004.55,1,Transit,2021
3409,1076.48,1,Transit,2021
3411,1002.12,1,Transit,2021
3412,468.771,1,Transit,2021
3413,193.903,1,Transit,2021
3414,2617.35,1,Transit,2021
3415,652.051,2,Transit,2014
3416,652.051,2,Transit,2014
3417,697.253,1,Transit,2021
3418,1277.32,1,Transit,2021
3419,852.062,1,Transit,2021
3420,605.631,1,Transit,2021
3421,1373.83,1,Transit,2021
3422,449.351,1,Transit,2021
3423,360.468,1,Transit,2021
3424,460.899,1,Transit,2021
3425,1320.38,1,Transit,2021
3426,479.263,1,Transit,2021
3427,451.312,3,Transit,2014
3428,451.312,3,Transit,2014
3429,451.312,3,Transit,2021
3430,1527.56,1,Transit,2021
3431,1042.45,1,Transit,2021
3432,866.826,1,Transit,2021
3433,492.847,1,Transit,2021
3435,521.791,1,Transit,2021
3436,484.601,1,Transit,2021
3437,249.102,1,Transit,2021
3438,750.93,1,Transit,2021
3439,1204.54,1,Transit,2021
3440,330.575,4,Transit,2014
3441,330.575,4,Transit,2014
3442,330.575,4,Transit,2014
3443,330.575,4,Transit,2014
3444,287.339,2,Transit,2022
3445,287.339,2,Transit,2022
3447,592.711,1,Transit,2023
3448,865.512,1,Transit,2023
3450,495.358,3,Transit,2014
3451,495.358,3,Transit,2014
3452,495.358,3,Transit,2016
3453,1709.4,1,Transit,2023
3454,659.395,1,Transit,2023
3455,558.855,1,Transit,2023
3456,424.428,1,Transit,2023
3459,912.085,1,Transit,2023
3460,595.683,4,Transit,2023
3461,595.683,4,Transit,2023
3462,595.683,4,Transit,2023
3463,595.683,4,Transit,2023
3464,513.426,1,Transit,2023
3465,1252.13,1,Transit,2023
3466,521.054,2,Transit,2014
3467,521.054,2,Transit,2014
3468,392.739,2,Transit,2023
3469,392.739,2,Transit,2023
3470,855.82,2,Transit,2023
3471,855.82,2,Transit,2023
3472,532.955,1,Transit,2023
3473,1031.91,1,Transit,2023
3474,241.991,1,Transit,2023
3475,595.331,1,Transit,2023
3476,440.561,2,Transit,2023
3477,440.561,2,Transit,2023
3478,1502.34,1,Transit,2023
3479,340.965,1,Transit,2023
3480,701.255,1,Transit,2023
3481,282.563,6,Transit,2011
3482,282.563,6,Transit,2011
3483,282.563,6,Transit,2011
3484,282.563,6,Transit,2011
3485,282.563,6,Transit,2011
3486,282.563,6,Radial Velocity,2016
3487,665.912,2,Transit,2014
3488,665.912,2,Transit,2014
3489,320.588,2,Transit,2023
3490,320.588,2,Transit,2023
3491,776.55,2,Transit,2023
3492,776.55,2,Transit,2023
3493,636.445,2,Transit,2014
3494,636.445,2,Transit,2014
3495,285.111,2,Transit,2014
3496,285.111,2,Transit,2014
3497,703.302,3,Transit,2014
3498,703.302,3,Transit,2014
3499,703.302,3,Transit,2014
3500,686.723,2,Transit,2014
3501,686.723,2,Transit,2014
3502,159.72,2,Transit,2014
3503,159.72,2,Transit,2014
3504,594.447,3,Transit,2014
3505,594.447,3,Transit,2014
3506,594.447,3,Transit,2014
3507,875.519,3,Transit,2014
3508,875.519,3,Transit,2014
3509,875.519,3,Transit,2014
3510,775.328,4,Transit,2014
3511,775.328,4,Transit,2014
3512,775.328,4,Transit,2014
3513,775.328,4,Transit,2014
3514,576.946,2,Transit,2014
3515,576.946,2,Transit,2014
3516,108.522,1,Transit,2012
3517,232.75,2,Transit,2014
3518,232.75,2,Transit,2014
3519,309.353,2,Transit,2014
3520,309.353,2,Transit,2014
3521,687.194,2,Transit,2014
3522,687.194,2,Transit,2014
3523,634.939,2,Transit,2014
3524,634.939,2,Transit,2014
3525,1208.44,2,Transit,2014
3526,1208.44,2,Transit,2014
3527,485.997,4,Transit,2014
3528,485.997,4,Transit,2014
3529,485.997,4,Transit,2014
3530,485.997,4,Transit,2014
3531,1187.47,2,Transit,2014
3532,1187.47,2,Transit,2014
3533,1104.64,3,Transit,2014
3534,1104.64,3,Transit,2014
3535,1104.64,3,Transit,2016
3536,656.38,3,Transit,2014
3537,656.38,3,Transit,2014
3538,656.38,3,Transit,2016
3539,787.07,3,Transit,2014
3540,787.07,3,Transit,2014
3541,787.07,3,Transit,2014
3542,194.642,1,Transit,2011
3543,171.109,4,Transit,2014
3544,171.109,4,Transit,2014
3545,171.109,4,Transit,2014
3546,171.109,4,Transit,2014
3547,385.231,4,Transit,2014
3548,385.231,4,Transit,2014
3549,385.231,4,Transit,2014
3550,385.231,4,Transit,2014
3551,758.854,3,Transit,2014
3552,758.854,3,Transit,2014
3553,758.854,3,Transit,2014
3554,1859.71,4,Transit,2014
3555,1859.71,4,Transit,2014
3556,1859.71,4,Transit,2014
3557,1859.71,4,Transit,2014
3558,782.088,4,Transit,2014
3559,782.088,4,Transit,2014
3560,782.088,4,Transit,2014
3561,782.088,4,Transit,2014
3562,561.101,2,Transit,2014
3563,561.101,2,Transit,2014
3564,980.138,3,Transit,2014
3565,980.138,3,Transit,2014
3566,980.138,3,Transit,2014
3567,1083.06,2,Transit,2014
3568,1083.06,2,Transit,2014
3569,1644.61,3,Transit,2014
3570,1644.61,3,Transit,2014
3571,1644.61,3,Transit,2014
3572,826.265,3,Transit,2014
3573,826.265,3,Transit,2014
3574,826.265,3,Transit,2014
3575,835.756,3,Transit,2011
3576,835.756,3,Transit,2011
3577,835.756,3,Transit,2014
3578,740.754,2,Transit,2014
3579,740.754,2,Transit,2014
3580,316.618,2,Transit,2014
3581,316.618,2,Transit,2014
3582,1349.13,2,Transit,2014
3583,1349.13,2,Transit,2014
3584,856.417,2,Transit,2014
3585,856.417,2,Transit,2014
3586,1733.1,2,Transit,2014
3587,1733.1,2,Transit,2014
3588,428.018,4,Transit,2014
3589,428.018,4,Transit,2014
3590,428.018,4,Transit,2014
3591,428.018,4,Transit,2014
3592,288.763,2,Transit,2014
3593,288.763,2,Transit,2014
3594,657.822,2,Transit,2014
3595,657.822,2,Transit,2014
3596,1798.75,5,Transit,2014
3597,1798.75,5,Transit,2014
3598,1798.75,5,Transit,2014
3599,1798.75,5,Transit,2013
3600,1798.75,5,Transit,2013
3601,648.109,2,Transit,2014
3602,648.109,2,Transit,2014
3603,1156.81,4,Transit,2011
3604,1156.81,4,Transit,2011
3605,1156.81,4,Transit,2014
3606,1156.81,4,Transit,2014
3607,746.927,2,Transit,2014
3608,746.927,2,Transit,2014
3609,512.0,2,Transit,2014
3610,512.0,2,Transit,2014
3611,600.241,2,Transit,2014
3612,600.241,2,Transit,2014
3613,693.86,2,Transit,2014
3614,693.86,2,Transit,2014
3615,1036.49,3,Transit,2014
3616,1036.49,3,Transit,2014
3617,1036.49,3,Transit,2014
3618,861.527,4,Transit,2014
3619,861.527,4,Transit,2014
3620,861.527,4,Transit,2014
3621,861.527,4,Transit,2016
3622,626.078,2,Transit,2014
3623,626.078,2,Transit,2014
3624,663.711,3,Transit,2014
3625,663.711,3,Transit,2014
3626,663.711,3,Transit,2014
3627,738.792,2,Transit,2014
3628,738.792,2,Transit,2014
3629,190.401,3,Transit,2014
3630,190.401,3,Transit,2014
3631,190.401,3,Transit,2014
3632,243.249,3,Transit,2011
3633,243.249,3,Transit,2011
3634,243.249,3,Radial Velocity,2014
3635,760.585,3,Transit,2014
3636,760.585,3,Transit,2014
3637,760.585,3,Transit,2014
3638,924.625,4,Transit,2014
3639,924.625,4,Transit,2014
3640,924.625,4,Transit,2014
3641,924.625,4,Transit,2014
3642,379.424,2,Transit,2014
3643,379.424,2,Transit,2014
3644,838.595,3,Transit,2014
3645,838.595,3,Transit,2014
3646,838.595,3,Transit,2014
3647,1389.48,3,Transit,2014
3648,1389.48,3,Transit,2014
3649,1389.48,3,Transit,2014
3650,1052.53,3,Transit,2014
3651,1052.53,3,Transit,2014
3652,1052.53,3,Transit,2016
3653,1026.43,4,Transit,2014
3654,1026.43,4,Transit,2014
3655,1026.43,4,Transit,2014
3656,1026.43,4,Transit,2014
3657,780.256,3,Transit,2014
3658,780.256,3,Transit,2014
3659,780.256,3,Transit,2014
3660,575.988,2,Transit,2014
3661,575.988,2,Transit,2014
3662,1002.14,2,Transit,2014
3663,1002.14,2,Transit,2014
3664,335.307,4,Transit,2011
3665,335.307,4,Transit,2011
3666,335.307,4,Transit,2014
3667,335.307,4,Transit,2014
3668,627.365,2,Transit,2014
3669,627.365,2,Transit,2014
3670,317.499,2,Transit,2014
3671,317.499,2,Transit,2014
3672,613.129,2,Transit,2014
3673,613.129,2,Transit,2014
3674,754.747,2,Transit,2014
3675,754.747,2,Transit,2014
3676,942.173,2,Transit,2014
3677,942.173,2,Transit,2014
3678,1280.25,4,Transit,2014
3679,1280.25,4,Transit,2014
3680,1280.25,4,Transit,2014
3681,1280.25,4,Transit,2014
3682,1370.79,2,Transit,2014
3683,1370.79,2,Transit,2014
3684,264.993,3,Transit,2014
3685,264.993,3,Transit,2014
3686,264.993,3,Transit,2014
3687,851.87,2,Transit,2014
3688,851.87,2,Transit,2014
3689,2257.32,2,Transit,2014
3690,2257.32,2,Transit,2014
3691,1044.36,3,Transit,2011
3692,1044.36,3,Transit,2011
3693,1044.36,3,Transit,2021
3694,948.781,2,Transit,2014
3695,948.781,2,Transit,2014
3696,404.542,3,Transit,2014
3697,404.542,3,Transit,2014
3698,404.542,3,Transit,2016
3699,889.608,3,Transit,2014
3700,889.608,3,Transit,2014
3701,889.608,3,Transit,2014
3702,713.964,2,Transit,2014
3703,713.964,2,Transit,2014
3704,1333.62,2,Transit,2014
3705,1333.62,2,Transit,2014
3706,2034.25,3,Transit,2014
3707,2034.25,3,Transit,2014
3708,2034.25,3,Transit,2014
3709,1144.86,3,Transit,2014
3710,1144.86,3,Transit,2013
3711,1144.86,3,Transit,2013
3712,976.643,2,Transit,2013
3713,976.643,2,Transit,2013
3714,443.03,2,Transit,2014
3715,443.03,2,Transit,2014
3716,1037.4,4,Transit,2014
3717,1037.4,4,Transit,2013
3718,1037.4,4,Transit,2013
3719,1037.4,4,Transit,2025
3720,438.359,2,Transit,2011
3721,438.359,2,Transit,2011
3722,780.361,2,Transit,2014
3723,780.361,2,Transit,2014
3724,1745.45,3,Transit,2014
3725,1745.45,3,Transit,2014
3726,1745.45,3,Transit,2021
3727,1337.61,4,Transit,2014
3728,1337.61,4,Transit,2014
3729,1337.61,4,Transit,2013
3730,1337.61,4,Transit,2013
3731,468.094,2,Transit,2014
3732,468.094,2,Transit,2014
3733,1031.95,2,Transit,2014
3734,1031.95,2,Transit,2014
3735,824.31,2,Transit,2014
3736,824.31,2,Transit,2014
3737,1226.85,4,Transit,2014
3738,1226.85,4,Transit,2014
3739,1226.85,4,Transit,2014
3740,1226.85,4,Transit,2014
3741,835.86,2,Transit,2014
3742,835.86,2,Transit,2014
3743,1194.15,3,Transit,2014
3744,1194.15,3,Transit,2014
3745,1194.15,3,Transit,2014
3746,704.438,4,Transit,2014
3747,704.438,4,Transit,2014
3748,704.438,4,Transit,2014
3749,704.438,4,Transit,2025
3750,832.532,2,Transit,2011
3751,832.532,2,Transit,2011
3752,694.627,3,Transit,2014
3753,694.627,3,Transit,2014
3754,694.627,3,Transit,2023
3755,1786.48,2,Transit,2014
3756,1786.48,2,Transit,2014
3757,1056.48,5,Transit,2014
3758,1056.48,5,Transit,2014
3759,1056.48,5,Transit,2014
3760,1056.48,5,Transit,2014
3761,1056.48,5,Transit,2014
3762,974.633,2,Transit,2014
3763,974.633,2,Transit,2014
3764,1357.01,2,Transit,2014
3765,1357.01,2,Transit,2014
3766,1699.19,3,Transit,2014
3767,1699.19,3,Transit,2014
3768,1699.19,3,Transit,2014
3769,167.0,5,Transit,2014
3770,167.0,5,Transit,2014
3771,167.0,5,Transit,2014
3772,167.0,5,Transit,2014
3773,167.0,5,Transit,2014
3774,692.14,3,Transit,2014
3775,692.14,3,Transit,2014
3777,518.204,3,Transit,2014
3778,518.204,3,Transit,2014
3779,518.204,3,Transit,2014
3780,1052.24,4,Transit,2014
3781,1052.24,4,Transit,2014
3782,1052.24,4,Transit,2014
3783,1052.24,4,Transit,2014
3784,914.221,3,Transit,2012
3785,914.221,3,Transit,2012
3786,914.221,3,Transit,2012
3787,1098.45,2,Transit,2014
3788,1098.45,2,Transit,2014
3789,719.166,3,Transit,2014
3790,719.166,3,Transit,2014
3791,719.166,3,Transit,2014
3792,1402.58,2,Transit,2014
3794,209.738,2,Transit,2014
3795,209.738,2,Transit,2014
3796,434.684,4,Transit,2014
3797,434.684,4,Transit,2014
3798,434.684,4,Transit,2014
3799,434.684,4,Transit,2016
3800,868.477,4,Transit,2013
3801,868.477,4,Transit,2013
3802,868.477,4,Transit,2014
3803,868.477,4,Transit,2020
3804,775.679,4,Transit,2014
3805,775.679,4,Transit,2014
3806,775.679,4,Transit,2014
3807,775.679,4,Transit,2014
3808,575.581,2,Transit,2013
3809,575.581,2,Transit,2013
3810,1335.92,2,Transit,2014
3811,1335.92,2,Transit,2014
3812,544.568,2,Transit,2014
3813,544.568,2,Transit,2014
3814,1664.64,3,Transit,2011
3815,1664.64,3,Transit,2011
3816,1664.64,3,Transit,2014
3817,602.268,3,Transit,2014
3818,602.268,3,Transit,2014
3819,602.268,3,Transit,2014
3820,778.654,3,Transit,2014
3821,778.654,3,Transit,2014
3822,778.654,3,Transit,2023
3823,797.72,2,Transit,2014
3824,797.72,2,Transit,2014
3825,1079.39524871,2,Transit,2014
3826,1079.39524871,2,Transit,2014
3827,268.881,2,Transit,2014
3828,268.881,2,Transit,2014
3829,1160.63,2,Transit,2014
3830,1160.63,2,Transit,2014
3831,384.938,2,Transit,2014
3832,384.938,2,Transit,2014
3833,940.584,2,Transit,2014
3834,940.584,2,Transit,2014
3835,489.141,2,Transit,2014
3836,489.141,2,Transit,2014
3837,503.436,3,Transit,2014
3838,503.436,3,Transit,2014
3839,503.436,3,Transit,2014
3840,323.847,5,Transit,2011
3841,323.847,5,Transit,2011
3842,323.847,5,Transit,2012
3843,323.847,5,Transit,2012
3844,323.847,5,Transit,2012
3845,826.613,2,Transit,2014
3846,826.613,2,Transit,2014
3847,384.542,2,Transit,2014
3848,384.542,2,Transit,2014
3849,400.48,2,Transit,2014
3850,400.48,2,Transit,2014
3851,454.883,2,Transit,2014
3852,454.883,2,Transit,2014
3853,501.574,4,Transit,2014
3854,501.574,4,Transit,2014
3855,501.574,4,Transit,2021
3856,823.242,3,Transit,2014
3857,823.242,3,Transit,2014
3858,823.242,3,Transit,2014
3859,487.675,3,Transit,2014
3860,487.675,3,Transit,2014
3861,487.675,3,Transit,2014
3862,241.987,3,Transit,2014
3863,241.987,3,Transit,2014
3864,241.987,3,Transit,2014
3865,2213.19,2,Transit,2013
3866,2213.19,2,Transit,2013
3867,439.719,2,Transit,2014
3868,439.719,2,Transit,2014
3869,1209.16,5,Transit,2011
3870,1209.16,5,Transit,2011
3871,1209.16,5,Transit,2011
3872,1209.16,5,Transit,2011
3873,1209.16,5,Transit,2011
3874,717.527,2,Transit,2014
3875,717.527,2,Transit,2014
3876,580.119,3,Transit,2014
3877,580.119,3,Transit,2014
3878,580.119,3,Transit,2014
3879,344.19,3,Transit,2014
3880,344.19,3,Transit,2014
3881,344.19,3,Transit,2014
3882,324.413,2,Transit,2014
3883,324.413,2,Transit,2014
3884,426.59,3,Transit,2014
3885,426.59,3,Transit,2014
3886,426.59,3,Transit,2014
3887,1278.97,2,Transit,2014
3888,1278.97,2,Transit,2014
3889,768.86,3,Transit,2014
3890,768.86,3,Transit,2014
3891,768.86,3,Transit,2014
3892,677.975,2,Transit,2014
3893,677.975,2,Transit,2014
3894,552.798,4,Transit,2014
3895,552.798,4,Transit,2014
3896,552.798,4,Transit,2014
3897,552.798,4,Transit Timing Variations,2014
3898,616.637,3,Transit,2014
3899,616.637,3,Transit,2014
3900,616.637,3,Transit,2014
3901,1800.82,1,Transit,2011
3902,808.762,2,Transit,2014
3903,808.762,2,Transit,2014
3904,1047.03,4,Transit,2014
3905,1047.03,4,Transit,2014
3906,1047.03,4,Transit,2014
3907,1047.03,4,Transit,2014
3908,781.611,4,Transit,2014
3909,781.611,4,Transit,2014
3910,781.611,4,Transit,2014
3911,781.611,4,Transit,2016
3912,927.193,2,Transit,2014
3913,927.193,2,Transit,2014
3914,1002.94,2,Transit,2014
3915,1002.94,2,Transit,2014
3916,260.0,2,Transit,2014
3917,260.0,2,Transit,2014
3918,984.105,2,Transit,2014
3919,984.105,2,Transit,2014
3920,1298.88,3,Transit,2014
3921,1298.88,3,Transit,2014
3922,1298.88,3,Transit,2023
3923,570.783,2,Transit,2014
3924,570.783,2,Transit,2014
3925,940.724,2,Transit,2014
3926,940.724,2,Transit,2014
3927,1819.17,1,Transit,2011
3928,956.859,3,Transit,2014
3929,956.859,3,Transit,2013
3930,956.859,3,Transit,2013
3931,1083.91,3,Transit,2014
3932,1083.91,3,Transit,2014
3933,1083.91,3,Transit,2016
3934,252.733,3,Transit,2014
3935,252.733,3,Transit,2014
3936,252.733,3,Transit,2021
3937,384.694,2,Transit,2014
3938,384.694,2,Transit,2014
3939,554.064,3,Transit,2014
3940,554.064,3,Transit,2014
3941,554.064,3,Transit,2014
3942,1432.17,2,Transit,2014
3943,1432.17,2,Transit,2014
3944,707.559,2,Transit,2014
3945,707.559,2,Transit,2014
3946,688.573,3,Transit,2014
3947,688.573,3,Transit,2014
3948,688.573,3,Transit,2014
3949,1101.1,2,Transit,2014
3950,1101.1,2,Transit,2014
3951,1443.21,3,Transit,2014
3952,1443.21,3,Transit,2014
3953,1443.21,3,Transit,2014
3954,527.956,2,Transit,2012
3955,527.956,2,Transit,2012
3956,876.044,2,Transit,2014
3957,876.044,2,Transit,2014
3958,930.32,2,Transit,2014
3959,930.32,2,Transit,2014
3960,1090.51,2,Transit,2014
3961,1090.51,2,Transit,2014
3962,762.596,3,Transit,2014
3963,762.596,3,Transit,2014
3964,762.596,3,Transit,2014
3965,891.462,2,Transit,2014
3966,891.462,2,Transit,2014
3967,1038.99,2,Transit,2014
3968,1038.99,2,Transit,2014
3969,1856.28,2,Transit,2014
3970,1856.28,2,Transit,2014
3971,188.027,2,Transit,2014
3972,188.027,2,Transit,2014
3973,770.978,2,Transit,2014
3974,770.978,2,Transit,2014
3975,214.0,2,Transit,2014
3976,214.0,2,Transit,2014
3977,63.9207,4,Transit,2013
3978,63.9207,4,Transit,2013
3979,63.9207,4,Transit,2013
3980,63.9207,4,Transit Timing Variations,2014
3981,1167.94,2,Transit,2014
3982,1167.94,2,Transit,2014
3983,813.192,2,Transit,2014
3984,813.192,2,Transit,2014
3985,1493.95,3,Transit,2014
3986,1493.95,3,Transit,2014
3987,1493.95,3,Transit,2014
3988,1090.45,2,Transit,2014
3989,1090.45,2,Transit,2014
3990,1265.61,3,Transit,2014
3991,1265.61,3,Transit,2014
3992,1265.61,3,Transit,2014
3993,1238.81,2,Transit,2014
3994,1238.81,2,Transit,2014
3995,923.067,2,Transit,2014
3996,923.067,2,Transit,2014
3997,823.804,2,Transit,2014
3998,823.804,2,Transit,2014
3999,152.094,2,Transit,2014
4000,152.094,2,Transit,2014
4001,731.274,2,Transit,2014
4002,731.274,2,Transit,2014
4003,1174.59,1,Transit,2012
4004,813.713,2,Transit,2014
4005,813.713,2,Transit,2014
4006,267.323,3,Transit,2014
4007,267.323,3,Transit,2014
4008,267.323,3,Transit,2021
4009,935.446,2,Transit,2014
4010,935.446,2,Transit,2014
4011,470.0,2,Transit,2014
4012,470.0,2,Transit,2014
4013,895.678,2,Transit,2014
4014,895.678,2,Transit,2014
4015,1432.61,3,Transit,2014
4016,1432.61,3,Transit,2014
4017,1432.61,3,Transit,2020
4018,882.462,2,Transit,2014
4019,882.462,2,Transit,2014
4020,801.052,2,Transit,2014
4021,801.052,2,Transit,2014
4022,425.0,2,Transit,2014
4023,425.0,2,Transit,2014
4024,816.559,2,Transit,2014
4025,816.559,2,Transit,2014
4026,1057.41,1,Transit,2011
4027,435.277,2,Transit,2014
4028,435.277,2,Transit,2014
4029,869.236,2,Transit,2014
4030,869.236,2,Transit,2014
4031,681.428,2,Transit,2014
4032,681.428,2,Transit,2014
4033,881.404,2,Transit,2014
4034,881.404,2,Transit,2014
4035,1058.72,3,Transit,2014
4036,1058.72,3,Transit,2014
4037,1058.72,3,Transit,2021
4038,421.382,2,Transit,2014
4039,421.382,2,Transit,2014
4040,223.757,2,Transit,2013
4041,223.757,2,Transit,2013
4042,969.0,2,Transit,2014
4043,969.0,2,Transit,2014
4044,177.355,3,Transit,2014
4045,177.355,3,Transit,2014
4046,177.355,3,Transit,2016
4047,740.537,3,Transit,2014
4048,740.537,3,Transit,2014
4049,740.537,3,Transit,2014
4050,487.916,1,Transit,2009
4051,2305.01,1,Transit,2010
4052,845.97,2,Transit,2014
4053,845.97,2,Transit,2014
4054,965.56,3,Transit,2014
4055,965.56,3,Transit,2014
4056,965.56,3,Transit,2016
4057,625.339,4,Transit,2014
4058,625.339,4,Transit,2014
4059,625.339,4,Transit,2014
4060,625.339,4,Transit,2014
4061,840.269,3,Transit,2014
4062,840.269,3,Transit,2014
4063,840.269,3,Transit,2016
4064,812.524,2,Transit,2014
4065,812.524,2,Transit,2014
4066,1065.08,2,Transit,2014
4067,1065.08,2,Transit,2014
4068,364.03,2,Transit,2014
4069,364.03,2,Transit,2014
4070,338.368,2,Transit,2014
4071,338.368,2,Radial Velocity,2014
4072,88.7832,1,Transit,2014
4073,68.173,1,Transit,2014
4074,1093.08,1,Transit,2011
4075,147.527,1,Transit,2013
4076,153.676,4,Transit,2013
4077,153.676,4,Transit,2016
4078,153.676,4,Transit,2018
4079,153.676,4,Transit Timing Variations,2018
4080,1086.24,1,Transit,2014
4081,847.536,1,Transit,2014
4082,413.46,2,Transit Timing Variations,2014
4083,413.46,2,Transit Timing Variations,2014
4084,530.487,2,Transit Timing Variations,2014
4085,530.487,2,Transit Timing Variations,2014
4086,690.819,3,Transit Timing Variations,2014
4087,690.819,3,Transit Timing Variations,2014
4088,690.819,3,Transit,2023
